"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"3924",14735,10982,"Hélène Rufer née Nabholz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1924,6,10,1924,6,21,"Swiss"
"3925",14736,10982,"Hélène Rufer née Nabholz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1924,9,1,NA,NA,NA,"Swiss"
"3926",14737,10982,"Hélène Rufer née Nabholz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1925,9,4,NA,NA,NA,"Swiss"
"3927",14738,10982,"Hélène Rufer née Nabholz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1926,9,1,1926,9,18,"Swiss"
"3928",14744,10986,"Frederic Edward Ruegg",0,"Clerk","Second Division","Distribution of Documents",1900,1924,8,15,NA,NA,NA,"British"
"3929",14745,10986,"Frederic Edward Ruegg",0,"Clerk","Second Division","Distribution of Documents",1900,1926,9,1,1926,9,18,"British"
"3930",14746,10987,"Germaine Lador",1,"Clerical Assistant","Second Division","Library",1898,1923,5,4,1925,12,31,"Swiss"
"3931",14747,10988,"Christine Ruegg",1,"Clerk","Second Division","Distribution of Documents",NA,1921,8,29,NA,NA,NA,"British"
"3932",14748,10988,"Christine Ruegg",1,"Clerk","Second Division","Distribution of Documents",NA,1922,9,2,NA,NA,NA,"British"
"3933",14749,9240,"Camille Elise Metraux",1,"Shorthand Typist","Second Division","Pool",1897,1924,7,16,1924,11,30,"Swiss"
"3934",14751,10991,"Yvonne Laeseke",1,"Clerk","Second Division","Financial Section & Economic Intelligence Service",1911,1936,3,18,1936,7,14,"Swiss"
"3935",14752,9240,"Camille Elise Metraux",1,"Shorthand Typist","Second Division","Pool",1897,1925,1,19,1925,5,17,"Swiss"
"3936",14753,8597,"Carmen Louise Fioroli",1,"Shorthand Typist","Second Division","Pool",1908,1927,5,2,1929,7,31,"Swiss"
"3937",14754,10824,"Cécile Amiet",1,"Shorthand Typist","Second Division","Pool",1898,1928,6,4,1928,6,9,"Swiss"
"3938",14755,10992,"Marguerite Zumthor",1,"Copyist","Second Division","Distribution of Documents",1896,1926,2,8,1940,7,20,"Swiss"
"3939",14756,10992,"Marguerite Zumthor",1,"Clerk","Second Division","Distribution of Documents",1896,1945,6,18,1946,10,31,"Swiss"
"3940",14757,10993,"Germán de Laferrere",0,"Messenger","Second Division","Auxiliary Staff",1901,1926,5,31,1926,9,31,"South American"
"3941",14758,10994,"Thérèse Rüdisühli",1,"Cleaner","Third Division","Auxiliary Staff",1911,1937,9,20,1937,10,5,"Swiss"
"3942",14759,10994,"Thérèse Rüdisühli",1,"Cleaner","Third Division","Auxiliary Staff",1911,1938,9,7,1938,10,15,"Swiss"
"3943",14762,10996,"Charles Ruckstukl",0,"Cleaner","Third Division","Auxiliary Staff",1885,1929,10,21,1930,4,28,"Swiss"
"3944",14763,10996,"Charles Ruckstukl",0,"Office Keeper","Third Division","Auxiliary Staff",1885,1930,4,28,1930,10,8,"Swiss"
"3945",14764,10996,"Charles Ruckstukl",0,"Furnaceman","Third Division","Auxiliary Staff",1885,1930,10,8,1931,5,1,"Swiss"
"3946",14765,10996,"Charles Ruckstukl",0,"Office Keeper","Third Division","Auxiliary Staff",1885,1931,5,1,1931,10,1,"Swiss"
"3947",14766,10996,"Charles Ruckstukl",0,"Cleaner","Third Division","Auxiliary Staff",1885,1931,10,1,1935,7,1,"Swiss"
"3948",14767,10996,"Charles Ruckstukl",0,"Night-watchman","Third Division","Auxiliary Staff",1885,1935,7,1,1940,5,17,"Swiss"
"3949",14770,10998,"Robert Stéphen Jean Victor Lafrance",0,"Translator","First Division","Translation",1891,1919,7,22,1920,3,1,"French"
"3950",14771,10999,"Jules Zumthor",0,"Technician","Third Division","Auxiliary Staff",1893,1935,1,31,1937,4,11,"Swiss"
"3951",14772,10999,"Jules Zumthor",0,"Technician","Third Division","Auxiliary Staff",1893,1937,4,12,1938,1,31,"Swiss"
"3952",14773,11000,"Gabriel Edouard Ruchet",0,"Cleaner","Third Division","Auxiliary Staff",1896,1927,1,1,1940,3,31,"Swiss"
"3953",14774,11001,"Jean Emile Royer",0,"Interpreter","First Division","Translation",1900,1928,9,3,NA,NA,NA,"French"
"3954",14775,11001,"Jean Emile Royer",0,"Translator","First Division","Translation",1900,1929,4,8,1931,1,1,"French"
"3955",14776,11001,"Jean Emile Royer",0,"Interpreter","First Division","Translation",1900,1931,1,1,1939,6,26,"French"
"3956",14777,11001,"Jean Emile Royer",0,"Interpreter","First Division","Central Section",1900,1939,6,26,1940,12,15,"French"
"3957",14778,11002,"Eva Zurbrugg née Gianoli",1,"Cleaner","Third Division","Auxiliary Staff",1902,1938,9,1,1939,5,31,"Swiss"
"3958",14780,10824,"Cécile Amiet",1,"Shorthand Typist","Second Division","Pool",1898,1928,6,19,1928,7,7,"Swiss"
"3959",14781,10824,"Cécile Amiet",1,"Shorthand Typist","Second Division","Pool",1898,1930,9,8,1930,12,20,"Swiss"
"3960",14782,10824,"Cécile Amiet",1,"Shorthand Typist","Second Division","Pool",1898,1931,1,6,1931,1,24,"Swiss"
"3961",14783,11545,"Cécile Caroline Rosier",1,"Shorthand Précis Writer","Second Division","Pool",1905,1931,8,3,1931,8,17,"Swiss"
"3962",14784,11545,"Cécile Caroline Rosier",1,"Shorthand Typist","Second Division","Pool",1905,1931,8,17,1931,8,23,"Swiss"
"3963",14785,11545,"Cécile Caroline Rosier",1,"Shorthand Typist","Second Division","Pool",1905,1932,9,26,1932,10,14,"Swiss"
"3964",14786,11545,"Cécile Caroline Rosier",1,"Shorthand Typist","Second Division","Pool",1905,1938,6,3,1938,9,30,"Swiss"
"3965",14787,8797,"Cécile Fortunée Jeanne Goy née Moura",1,"Shorthand Typist","Second Division","Pool",1901,1926,7,1,1939,4,30,"Swiss"
"3966",14788,8797,"Cécile Fortunée Jeanne Goy née Moura",1,"Shorthand Typist","Second Division","Pool",1901,1946,4,3,1946,4,18,"Swiss"
"3967",14789,11007,"Inès  Lamarche",1,"Tea Messenger","Third Division","Auxiliary Staff",1892,1932,3,16,1932,6,20,"Swiss"
"3968",14790,11008,"Louis Emile Roux",0,"Expert/Specialist","First Division","Economic and Financial Section",1892,1926,9,22,1926,10,31,"French"
"3969",14791,11008,"Louis Emile Roux",0,"Member of Section","First Division","Economic and Financial Section",1892,1927,1,31,1927,6,30,"French"
"3970",14792,10939,"Célestine Aubry",1,"Cleaner","Third Division","Pool",1903,1937,4,1,1939,5,31,"Swiss"
"3971",14793,11010,"Edmond H. Rouviere",0,"Draughtsman","Third Division","Auxiliary Staff",1900,1922,8,7,1922,9,9,"Swiss"
"3972",14794,11011,"Albert Rousselle",0,"Cyclist","Third Division","Auxiliary Staff",1890,1931,3,24,1931,3,27,"French"
"3973",14795,11011,"Albert Rousselle",0,"Cyclist","Third Division","Auxiliary Staff",1890,1931,7,15,1931,8,6,"French"
"3974",14796,11011,"Albert Rousselle",0,"Cyclist","Third Division","Auxiliary Staff",1890,NA,NA,NA,NA,NA,NA,"French"
"3975",14797,11011,"Albert Rousselle",0,"Cyclist","Third Division","Auxiliary Staff",1890,1932,8,16,1932,9,8,"French"
"3976",14798,9169,"César Bachmann",0,"Messenger","Second Division","Pool",1915,1933,9,25,1933,10,11,"Swiss"
"3977",14799,9281,"Charles Auguste Baechtold",0,"Usher","Third Division","Pool",1891,1920,10,28,1921,1,1,"Swiss"
"3978",14800,11013,"F.W. Byford",0,"Unspecified","Clerk","Unspecified",NA,NA,NA,NA,NA,NA,NA,"British"
"3979",14801,9281,"Charles Auguste Baechtold",0,"Usher","Third Division","Pool",1891,1921,1,1,1927,1,1,"Swiss"
"3980",14802,9281,"Charles Auguste Baechtold",0,"Usher","Third Division","Pool",1891,1927,1,1,1946,7,31,"Swiss"
"3981",14803,11673,"Charles Challet",0,"Cleaner","Third Division","General Assemblies Staff",1905,1947,3,5,1947,3,13,"Swiss"
"3982",14804,9009,"Charles Inderbitz",0,"Cleaner","Third Division","Pool",1886,1926,10,1,1940,3,31,"Swiss"
"3983",14809,9403,"Charles Louis Mottier",0,"Statistician","First Division","Health Section",1894,1924,7,5,1932,4,30,"Swiss"
"3984",14811,11020,"Armande Roulin",1,"Cleaner","Third Division","Auxiliary Staff",1861,1923,8,1,1933,3,31,"Swiss"
"3985",14814,11023,"André Roulier",0,"Cleaner","Third Division","Auxiliary Staff",1906,1937,8,23,1937,10,5,"Swiss"
"3986",14818,8966,"Charles Mange",0,"Messenger","Second Division","General Assemblies Staff",1878,1924,9,1,NA,NA,NA,"Swiss"
"3987",14820,11028,"Anthony Buxton",0,"Private Secretary","Second Division","Secretary-General's Office",1881,1919,8,1,1930,12,31,"British"
"3988",14821,11028,"Anthony Buxton",0,"Chief of Section","First Division","Distribution of Documents",1881,1931,1,1,1931,10,15,"British"
"3989",14823,8966,"Charles Mange",0,"Messenger","Second Division","General Assemblies Staff",1878,1925,8,31,NA,NA,NA,"Swiss"
"3990",14824,9420,"Charles Munsch",0,"Motorcyclist","Third Division","General Assemblies Staff",1903,1923,9,3,NA,NA,NA,"Swiss"
"3991",14826,9420,"Charles Munsch",0,"Motorcyclist","Third Division","General Assemblies Staff",1903,1924,9,1,NA,NA,NA,"Swiss"
"3992",14827,11030,"Frank Samuel Roulet",0,"Clerk","Clerk","Auxiliary Staff",1903,1935,3,18,1946,7,31,"Swiss"
"3993",14829,9420,"Charles Munsch",0,"Motorcyclist","Third Division","General Assemblies Staff",1903,1925,9,5,NA,NA,NA,"Swiss"
"3994",14830,11546,"Charles Rossat",0,"Messenger","Second Division","Pool",NA,1921,9,1,1921,10,6,"Swiss"
"3995",14831,11046,"Charlotte Lamuniere, née Simon",1,"Stenographer","Second Division","Pool",1902,1942,10,5,1945,8,15,"Swiss"
"3996",14832,11034,"Andrée Lambert",1,"Copyholder","Second Division","Printing & Publishing Department",1906,1927,3,1,1940,5,17,"Swiss"
"3997",14835,11037,"Alexander William Rattray",0,"Junior Assistant","Second Division","Registry",1904,1920,7,12,1931,4,1,"British"
"3998",14836,11037,"Alexander William Rattray",0,"Junior Assistant","Second Division","Refugee Section",1904,1931,4,1,1931,6,30,"British"
"3999",14837,11038,"Marcelle Lamiable",1,"Telephone Operator","Third Division","Paris Office",1889,1920,9,10,1935,3,31,"French"
"4000",14838,11039,"Willy Rauber",0,"Driver","Third Division","Auxiliary Staff",1905,1933,10,10,1933,10,11,"Swiss"
"4001",14840,11142,"Charlotte Reut",1,"Telephone Operator","Third Division","Pool",1892,1920,11,NA,1924,1,1,"Swiss"
"4002",14841,11041,"Constance Louise Rauschert",1,"Stenographer","Second Division","Social Questions and Opium Traffic Section",1901,1931,4,1,1937,3,1,"Swiss"
"4003",14842,11142,"Charlotte Reut",1,"Telephone Operator","Third Division","Pool",1892,1924,1,1,1925,12,31,"Swiss"
"4004",14843,11041,"Constance Louise Rauschert",1,"Stenographer","Second Division","Personnel Office",1901,1938,4,15,1939,5,1,"Swiss"
"4005",14844,10093,"Claire Jaquat",1,"Stenographer","Second Division","Pool",1887,1927,9,5,1927,9,27,"Swiss"
"4006",14845,11041,"Constance Louise Rauschert",1,"Clerk","Clerk","Publications Service",1901,1945,7,16,1946,3,13,"Swiss"
"4007",14847,11043,"Gustave Badel",0,"Driver","Third Division","Auxiliary Staff",1895,1937,5,24,1937,5,29,"Swiss"
"4008",14848,9418,"Claude Marguerite Ada Juliette Munier",1,"Shorthand Typist","Second Division","Pool",1907,1930,5,7,1931,1,31,"Swiss"
"4009",14850,11046,"Charlotte Lamuniere, née Simon",1,"Junior Assistant","Second Division","Distribution of Documents",1902,1920,10,16,1942,10,5,"Swiss"
"4010",14851,9418,"Claude Marguerite Ada Juliette Munier",1,"Shorthand Typist","Second Division","Pool",1907,1933,1,23,1933,7,31,"Swiss"
"4011",14852,11046,"Charlotte Lamuniere, née Simon",1,"Stenographer","Second Division","Central Opium Board",1902,1945,8,15,1946,8,31,"Swiss"
"4012",14853,11073,"Clémentine Lanovaz",1,"Shorthand Typist","Second Division","Pool",1895,1935,7,8,1935,7,18,"Swiss"
"4013",14854,11073,"Clémentine Lanovaz",1,"Shorthand Typist","Second Division","Pool",1895,1936,1,20,1936,2,15,"Swiss"
"4014",14855,9643,"Constance  Pesson",1,"Telephone Operator","Third Division","General Assemblies Staff",1890,1921,9,6,NA,NA,NA,"Swiss"
"4015",14856,11041,"Constance Louise Rauschert",1,"Stenographer","Second Division","Pool",1901,1930,9,8,1931,4,1,"Swiss"
"4016",14857,11041,"Constance Louise Rauschert",1,"Stenographer","Second Division","Pool",1901,1937,3,1,1938,4,15,"Swiss"
"4017",14858,11048,"Elsie Ray",1,"Copyist","Second Division","Social Questions and Opium Traffic Section",1899,1923,1,1,1925,11,25,"British"
"4018",14860,11041,"Constance Louise Rauschert",1,"Stenographer","Second Division","Pool",1901,1939,5,1,1940,5,17,"Swiss"
"4019",14861,10094,"Constant Jaques",0,"Clerk","Clerk","General Assemblies Staff",1906,1927,9,5,1927,9,27,"Swiss"
"4020",14862,11050,"Pierette Ezeline Lamuniere, née Mirandoli",1,"Clerk","Second Division","Distribution of Documents",1899,1930,9,8,1930,10,5,"Swiss"
"4021",14863,11050,"Pierette Ezeline Lamuniere, née Mirandoli",1,"Clerk","Second Division","Distribution of Documents",1899,1931,9,7,1931,9,29,"Swiss"
"4022",14864,11050,"Pierette Ezeline Lamuniere, née Mirandoli",1,"Clerk","Second Division","Distribution of Documents",1899,1932,1,25,1932,10,17,"Swiss"
"4023",14865,10836,"Daniel Anet",0,"Temporary Proof-Reader","Second Division","General Assemblies Staff",1910,1936,10,1,1936,10,10,"Swiss"
"4024",14866,11052,"Alan Norman Lancaster",0,"Proof-Reader","Second Division","Printing & Publishing Department",1908,1938,3,16,1939,9,12,"British"
"4025",14867,10938,"Daniel Aubort",0,"Driver","Third Division","Pool",1903,1937,9,13,1937,10,5,"Swiss"
"4026",14868,10838,"Daniel Théodore Angst",0,"Gardener","Third Division","Pool",1903,1937,5,1,1938,7,6,"Swiss"
"4027",14869,11057,"Céclie Marie Lance",1,"Copyist","Second Division","Duplicating & Multigraph Service",1900,1930,2,17,1930,4,5,"Swiss"
"4028",14870,11058,"Jane Lance",1,"Messenger","Second Division","Duplicating & Multigraph Service",1907,1924,9,1,1924,10,2,"Swiss"
"4029",14871,11059,"John Pawley Bate",0,"Member of Section","First Division","Legal Section",NA,1919,NA,NA,1919,NA,NA,"British"
"4030",14872,11555,"Denise Marceline Hornung",1,"Shorthand Typist","Second Division","Pool",1914,1935,5,16,1935,12,19,"Swiss"
"4031",14873,11555,"Denise Marceline Hornung",1,"Shorthand Typist","Second Division","Pool",1914,1936,3,13,1936,5,30,"Swiss"
"4032",14874,11555,"Denise Marceline Hornung",1,"Shorthand Typist","Second Division","Pool",1914,1937,9,10,1937,10,2,"Swiss"
"4033",14875,11062,"Martha Clara Landre-Lang",1,"Copyist","Second Division","Duplicating & Multigraph Service",1895,1936,2,4,1936,12,16,"Swiss"
"4034",14876,11062,"Martha Clara Landre-Lang",1,"Copyist","Second Division","Duplicating & Multigraph Service",1895,1937,1,21,1937,7,29,"Swiss"
"4035",14877,11062,"Martha Clara Landre-Lang",1,"Clerk","Second Division","Distribution of Documents",1895,1937,7,29,1937,8,12,"Swiss"
"4036",14878,9042,"Denyse Maus",1,"Shorthand Typist","Second Division","Pool",1917,1937,9,13,1937,10,6,"Swiss"
"4037",14882,8785,"Dolly Goretta",1,"Shorthand Typist","Second Division","Pool",NA,1946,4,4,1946,4,18,"Swiss"
"4038",14883,11308,"Donald Henry Burford",0,"Statistical Clerk","Second Division","Health Section",1901,1926,8,30,1928,10,13,"Swiss"
"4039",14884,9580,"Dora Papis née Cougn",1,"Copyist","Second Division","Pool",1902,1926,8,2,1930,10,31,"Swiss"
"4040",14885,9580,"Dora Papis née Cougn",1,"Shorthand Typist","Second Division","Pool",1902,1935,5,16,1935,5,25,"Swiss"
"4041",14886,11657,"Dr.  Raymond Pierre Léon Gautier",0,"Translator","First Division","Health Section",1885,1924,5,1,1926,7,29,"Swiss"
"4042",14887,11657,"Dr.  Raymond Pierre Léon Gautier",0,"Member of Section","First Division","Health Section",1885,1931,9,28,1939,1,31,"Swiss"
"4043",14888,11069,"Lena Batten",1,"Stenographer","Second Division","Library",1891,1923,5,15,1925,1,1,"British"
"4044",14889,11657,"Dr.  Raymond Pierre Léon Gautier",0,"Director","First Division","Health Section",1885,1939,2,1,1940,2,30,"Swiss"
"4045",14891,11657,"Dr.  Raymond Pierre Léon Gautier",0,"Expert/Specialist","First Division","Health Section",1885,1944,8,1,1946,8,31,"Swiss"
"4046",14892,9568,"Edgar Pagan",0,"Messenger","Second Division","General Assemblies Staff",1904,1924,9,1,NA,NA,NA,"Swiss"
"4047",14895,10099,"Edmée Krumenacher",1,"Shorthand Typist","Second Division","General Assemblies Staff",1898,1924,9,1,1924,11,17,"Swiss"
"4048",14896,10099,"Edmée Krumenacher",1,"Shorthand Typist","Second Division","Pool",1898,1924,11,17,1924,12,3,"Swiss"
"4049",14897,10977,"Edmond Georges Ruff",0,"Clerk","Second Division","Health Section",1905,1929,4,2,1933,12,31,"Swiss"
"4050",14898,11547,"Edouard Marc Rosset",0,"Gardener","Third Division","Pool",1903,1936,11,16,1940,10,15,"Swiss"
"4051",14899,11072,"Fernand Reck",0,"Messenger-Cyclist","Third Division","Distribution of Documents",1911,NA,NA,NA,NA,NA,NA,"Swiss"
"4052",14900,11072,"Fernand Reck",0,"Messenger-Cyclist","Third Division","Library",1911,1932,6,1,1932,9,3,"Swiss"
"4053",14901,9623,"Edvige Perelli",1,"Shorthand Typist","Second Division","Pool",1914,1938,9,12,1938,9,30,"Swiss"
"4054",14902,11231,"Henriette Rieber-Mohn",1,"Shorthand Typist","Second Division","Information Section",1889,1924,5,1,1940,11,30,"Scandinavian"
"4055",14903,11334,"Eliane Bruel",1,"Copyist","Second Division","Pool",1899,1928,3,19,1928,3,31,"Swiss"
"4056",14904,11075,"Lanthen Jacob von ",0,"Cleaner","Third Division","Auxiliary Staff",1910,1937,5,15,1937,10,5,"Swiss"
"4057",14905,11075,"Lanthen Jacob von ",0,"Cleaner","Third Division","Auxiliary Staff",1910,1938,4,29,1938,5,28,"Swiss"
"4058",14906,11076,"Francis Lapaluid",0,"Messenger","Second Division","Auxiliary Staff",1910,1930,1,13,1930,1,16,"Swiss"
"4059",14907,11076,"Francis Lapaluid",0,"Cyclist","Third Division","Auxiliary Staff",1910,1930,9,8,1930,10,31,"Swiss"
"4060",14909,11078,"Laplace",1,"Lingère","Third Division","Auxiliary Staff",1877,1926,NA,NA,1940,3,31,"Swiss"
"4061",14910,11334,"Eliane Bruel",1,"Copyist","Second Division","Pool",1899,1928,5,14,1928,5,19,"Swiss"
"4062",14911,11334,"Eliane Bruel",1,"Copyist","Second Division","Pool",1899,1928,5,29,1928,6,30,"Swiss"
"4063",14912,11081,"Césarine Redard",1,"Messenger-Cyclist","Third Division","Auxiliary Staff",1894,1930,8,29,1930,10,19,"Swiss"
"4064",14913,11081,"Césarine Redard",1,"Cleaner","Third Division","Auxiliary Staff",1894,1931,1,8,1939,5,31,"Swiss"
"4065",14914,11081,"Césarine Redard",1,"Cleaner","Third Division","Auxiliary Staff",1894,1946,3,25,1946,7,31,"Swiss"
"4066",14915,11334,"Eliane Bruel",1,"Copyist","Second Division","Pool",1899,1929,4,15,1929,4,30,"Swiss"
"4067",14916,10420,"Elisa Stucki",1,"Shorthand Typist","Second Division","Pool",1898,1927,5,4,1928,12,12,"Swiss"
"4068",14917,10420,"Elisa Stucki",1,"Shorthand Typist","Second Division","Pool",1898,1928,1,25,1928,10,24,"Swiss"
"4069",14919,11085,"Louis Clovis Henri Baud",0,"Huissier","Third Division","Auxiliary Staff",1899,1929,8,26,1929,9,28,"French"
"4070",14920,11085,"Louis Clovis Henri Baud",0,"Cleaner","Third Division","Auxiliary Staff",1899,1935,2,1,1946,7,31,"French"
"4071",14921,11103,"Elisabeth de Regel",1,"Clerk","Clerk","Health Section",1894,1922,10,9,1927,2,15,"Swiss"
"4072",14922,11653,"Elisabeth Hélène Cavillier",1,"Shorthand Typist","Second Division","Pool",1911,1946,3,6,1946,7,31,"Swiss"
"4073",14923,10865,"Elisabeth Juliard",1,"Cleaner","Third Division","Pool",1908,1946,2,27,1946,7,31,"Swiss"
"4074",14925,11090,"Claire Victorine La Touche",1,"Assistant Secretary","Second Division","Legal Section",1889,1920,11,1,1921,7,2,"British"
"4075",14926,11090,"Claire Victorine La Touche",1,"Stenographer","Second Division","Legal Section",1889,1920,11,1,1921,7,2,"British"
"4076",14927,11090,"Claire Victorine La Touche",1,"Stenographer","Second Division","Paris Office",1889,1921,7,2,1922,2,28,"British"
"4077",14928,11090,"Claire Victorine La Touche",1,"Stenographer","Second Division","Economic and Financial Section",1889,1921,7,2,1922,2,28,"British"
"4078",14929,11091,"Marius Regamey",0,"Driver","Third Division","Auxiliary Staff",1893,1932,9,26,1932,12,20,"Swiss"
"4079",14930,11091,"Marius Regamey",0,"Driver","Third Division","Auxiliary Staff",1893,1933,9,22,1933,10,11,"Swiss"
"4080",14931,11092,"Renée Baud née Longchamp",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",1902,1924,8,22,1931,3,5,"Swiss"
"4081",14932,11092,"Renée Baud née Longchamp",1,"Copyist","Second Division","Duplicating & Multigraph Service",1902,1931,3,5,1940,5,17,"Swiss"
"4082",14933,11092,"Renée Baud née Longchamp",1,"Copyist","Second Division","Duplicating & Multigraph Service",1902,1945,9,21,1945,10,14,"Swiss"
"4083",14934,11093,"Alfred Georges Regamey",0,"Clerk","Clerk","Publications Service",1902,1926,12,1,1927,2,14,"Swiss"
"4084",14935,11094,"Auguste Regamey",0,"Messenger-Cyclist","Third Division","Auxiliary Staff",1897,1926,8,30,1926,10,10,"Swiss"
"4085",14936,11094,"Auguste Regamey",0,"Cleaner","Third Division","Auxiliary Staff",1897,1927,1,1,1927,5,1,"Swiss"
"4086",14937,11094,"Auguste Regamey",0,"Messenger-Cyclist","Third Division","Auxiliary Staff",1897,1927,5,1,1927,5,24,"Swiss"
"4087",14938,11094,"Auguste Regamey",0,"Night-watchman","Third Division","Auxiliary Staff",1897,1927,6,19,1927,8,1,"Swiss"
"4088",14939,11094,"Auguste Regamey",0,"Messenger","Second Division","Auxiliary Staff",1897,1927,8,1,1927,10,1,"Swiss"
"4089",14940,11094,"Auguste Regamey",0,"Cleaner","Third Division","Auxiliary Staff",1897,1927,10,1,1927,11,30,"Swiss"
"4090",14941,11094,"Auguste Regamey",0,"Messenger","Second Division","Auxiliary Staff",1897,NA,NA,NA,NA,NA,NA,"Swiss"
"4091",14942,11094,"Auguste Regamey",0,"Cleaner","Third Division","Auxiliary Staff",1897,1927,12,13,1928,2,20,"Swiss"
"4092",14943,11094,"Auguste Regamey",0,"Messenger","Second Division","Auxiliary Staff",1897,1928,2,20,1946,7,31,"Swiss"
"4093",14944,11095,"Madeleine Baudier-Girard",1,"Clerk","Second Division","Library",1908,1930,4,14,1930,5,31,"French"
"4094",14945,11096,"Renéx de Latour",0,"Cyclist","Third Division","Paris Office",1906,1925,NA,NA,NA,NA,NA,"French"
"4095",14946,9840,"Elise Emma Decosterd",1,"Nurse","Third Division","Health Section",1890,1924,7,21,1924,8,21,"Swiss"
"4096",14948,11520,"Edith Hofgaard",1,"Shorthand Typist","Second Division","Mandates Section",1904,1939,6,12,1940,11,30,"Scandinavian"
"4097",14949,11100,"Jean Jacques Auguste Laufer",0,"Senior Assistant","First Division","Library",1892,1921,3,11,1922,1,1,"Swiss"
"4098",14950,11100,"Jean Jacques Auguste Laufer",0,"Senior Assistant","First Division","Printing & Publishing Department",1892,1922,1,1,1925,9,1,"Swiss"
"4099",14951,11100,"Jean Jacques Auguste Laufer",0,"Indexer","Second Division","Indexing Service",1892,1925,9,1,1939,10,31,"Swiss"
"4100",14952,11101,"Alfred Baumann",0,"Contremaître-mécanicien","Third Division","Technical Service",1905,1936,6,3,1945,11,30,"Swiss"
"4101",14953,11102,"Alice de Regel",1,"Clerk","Second Division","Registry",1904,1928,10,1,1929,1,22,"Swiss"
"4102",14954,9840,"Elise Emma Decosterd",1,"Nurse","Third Division","Health Section",1890,1924,11,29,1925,1,4,"Swiss"
"4103",14955,11104,"Marie De Regel",1,"Clerk","Clerk","Library",1894,1926,8,NA,1927,1,1,"Swiss"
"4104",14956,11104,"Marie De Regel",1,"Clerk","Clerk","Distribution of Documents",1894,1927,1,1,1934,8,28,"Swiss"
"4105",14957,11104,"Marie De Regel",1,"Clerk","Clerk","Financial Section & Economic Intelligence Service",1894,1934,8,28,1935,3,31,"Swiss"
"4106",14958,11105,"Ralph Carlisle",0,"Interpreter","First Division","Translation",NA,1920,10,29,1921,1,29,"British"
"4107",14959,11106,"Alfred James Laughton",0,"Messenger","Second Division","London Office",1911,1927,1,1,1928,6,18,"British"
"4108",14961,11108,"Juliette Gabrielle Pauline Baunard",1,"Verbatim Reporter","Second Division","Stenographic Services",1899,1927,11,30,1929,2,15,"French"
"4109",14962,9840,"Elise Emma Decosterd",1,"Nurse","Third Division","Health Section",1890,1925,7,15,1925,8,31,"Swiss"
"4110",14965,11520,"Edith Hofgaard",1,"Shorthand Typist","Second Division","Personnel Office",1904,1944,6,7,1944,9,30,"Scandinavian"
"4111",14966,10481,"Elsa Thomson",1,"Clerk","Second Division","Pool",1908,1934,1,1,1935,3,7,"Swiss"
"4112",14967,9584,"Elysa Emilienne Caroline Paris",1,"Copyist","Second Division","Pool",1899,1923,8,13,123,10,23,"Swiss"
"4113",14968,11111,"Marie Laurembourle",1,"Stenographer","Second Division","Internal Administration",1884,1946,3,25,1946,6,30,"French"
"4114",14969,11112,"Edna Louisa Reid",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",1902,1926,7,1,1926,12,31,"British"
"4115",14970,9584,"Elysa Emilienne Caroline Paris",1,"Copyist","Second Division","Pool",1899,1925,5,4,1925,6,31,"Swiss"
"4116",14971,11114,"Elizabeth Rosa Baunaz née Wachter",1,"Lingère","Third Division","Auxiliary Staff",1919,1944,11,1,1946,7,31,"Swiss"
"4117",14972,11114,"Elizabeth Rosa Baunaz née Wachter",1,"Cleaner","Third Division","Auxiliary Staff",1919,1944,11,1,1946,7,31,"Swiss"
"4118",14973,11115,"Albert Renaud",0,"Office Keeper","Third Division","Auxiliary Staff",1903,1926,9,6,1940,5,17,"Swiss"
"4119",14974,11116,"P.H. Renauleaud",0,"Personal Assistant","First Division","Secretary-General's Office",NA,1919,NA,NA,1919,12,16,"French"
"4120",14975,11117,"Léonard Laurent",0,"Cleaner","Third Division","Auxiliary Staff",1903,1936,2,12,1936,2,29,"Swiss"
"4121",14976,9584,"Elysa Emilienne Caroline Paris",1,"Copyist","Second Division","Pool",1899,1925,11,1,1925,11,30,"Swiss"
"4122",14977,11119,"Edmond Eugéne Butterworth",0,"Assistant Head of Section","First Division","Printing & Publishing Department",1904,1930,1,15,1940,12,15,"British"
"4123",14978,11119,"Edmond Eugéne Butterworth",0,"Assistant Head of Section","First Division","Printing & Publishing Department",1904,1943,10,18,1946,11,30,"British"
"4124",14979,11120,"Baxter",1,"Clerk","Second Division","London Office",NA,1919,9,16,1921,1,22,"British"
"4125",14980,9584,"Elysa Emilienne Caroline Paris",1,"Copyist","Second Division","Pool",1899,1926,1,1,1926,7,31,"Swiss"
"4126",14981,11122,"Alfred Joseph Victor Renn",0,"Technician","Third Division","Auxiliary Staff",1897,1933,8,1,1943,1,5,"French"
"4127",14982,11122,"Alfred Joseph Victor Renn",0,"Technician","Third Division","Auxiliary Staff",1897,1943,1,5,1946,7,15,"French"
