"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"604",15113,8804,"Georges Graf",0,"Messenger","Second Division","General Assemblies Staff",1876,1921,9,1,NA,NA,NA,"Swiss",3
"605",15138,11200,"Joseph Belleau",0,"Interpreter","First Division","Washington Labour Conference",1884,1919,10,25,NA,NA,NA,"Canadian",7
"606",15153,8804,"Georges Graf",0,"Messenger","Second Division","General Assemblies Staff",1876,1922,9,4,NA,NA,NA,"Swiss",3
"607",15158,11216,"Frederic Alphonse Reymond",0,"Clerical Assistant","Second Division","Distribution of Documents",1887,1923,8,29,NA,NA,NA,"Swiss",3
"608",15167,8804,"Georges Graf",0,"Messenger","Second Division","General Assemblies Staff",1876,1924,8,21,NA,NA,NA,"Swiss",3
"609",15169,8804,"Georges Graf",0,"Messenger","Second Division","General Assemblies Staff",1876,1925,8,31,NA,NA,NA,"Swiss",3
"610",15179,11228,"Renaud Emile Louis Richez",0,"Statistical Assistant","Second Division","Economic and Financial Section",1889,NA,NA,NA,NA,NA,NA,"",4
"611",15189,11233,"Beda Rieder",0,"Messenger","Second Division","Auxiliary Staff",1884,1924,8,21,NA,NA,NA,"Swiss",3
"612",15195,11237,"Benoît Leon-Dufour",0,"Member of Section","First Division","Economic and Financial Section",1881,NA,NA,NA,NA,NA,NA,"French",8
"613",15213,10148,"Germaine Savoy",1,"Copyist","Second Division","Pool",1898,1922,8,15,NA,NA,NA,"Swiss",2
"614",15222,9421,"Gustave  Munsch",0,"Driver","Third Division","General Assemblies Staff",1898,1925,9,7,NA,NA,NA,"Swiss",1
"615",15225,9421,"Gustave  Munsch",0,"Driver","Third Division","General Assemblies Staff",1898,1926,3,8,NA,NA,NA,"Swiss",1
"616",15227,9421,"Gustave  Munsch",0,"Driver","Third Division","General Assemblies Staff",1898,1926,9,1,NA,NA,NA,"Swiss",1
"617",15231,8872,"Gustave Guignard",0,"Messenger","Second Division","General Assemblies Staff",1870,1924,9,1,NA,NA,NA,"Swiss",3
"618",15232,11935,"H. E.  Chavannes",0,"Clerk","Second Division","General Assemblies Staff",NA,1922,9,4,NA,NA,NA,"Swiss",4
"619",15233,10817,"Hedwige Allenbach",1,"Cloakroom Attendant","Third Division","Pool",1896,1927,8,24,NA,NA,NA,"Swiss",1
"620",15297,11293,"Renée de Lucy-Fossarieu",1,"Secretary Shorthand-Typist","Second Division","Intellectual Cooperation and International Bureaux Section",1891,NA,NA,NA,NA,NA,NA,"French",4
"621",15307,11302,"Gerasimos Lychnos",0,"Temporary Collaborator","First Division","Information Section",NA,NA,NA,NA,NA,NA,NA,"Greek",8
"622",15327,9627,"Henri Perret",0,"Messenger","Second Division","General Assemblies Staff",1896,1936,9,17,NA,NA,NA,"Swiss",3
"623",15340,10676,"Hermance-Jeanne Werner-Bastion",1,"Copyist","Second Division","Pool",1885,1925,4,1,NA,NA,NA,"Swiss",2
"624",15357,8590,"Jane Fillion",1,"Shorthand Typist","Second Division","General Assemblies Staff",1898,1924,8,27,NA,NA,NA,"Swiss",4
"625",15360,9223,"Jean Dawint",0,"Roneo Operator","Second Division","General Assemblies Staff",NA,1924,8,25,NA,NA,NA,"Swiss",2
"626",15366,9242,"Jean Metry",1,"Messenger","Second Division","General Assemblies Staff",1906,1926,3,8,NA,NA,NA,"Swiss",3
"627",15378,11340,"Lela Brown",1,"Assistant","Second Division","Library",NA,1921,9,8,NA,NA,NA,"Canadian",4
"628",15391,11350,"Charlotte van den Broecke",1,"Stenographer","Second Division","Labour Section",NA,1919,7,28,NA,NA,NA,"",4
"629",15432,11379,"Fernand Paul Riols",0,"Roneo Operator","Second Division","Duplicating & Multigraph Service",1899,1922,8,28,NA,NA,NA,"French",2
"630",15433,11379,"Fernand Paul Riols",0,"Roneo Operator","Second Division","Duplicating & Multigraph Service",1899,1923,8,27,NA,NA,NA,"French",2
"631",15434,11379,"Fernand Paul Riols",0,"Roneo Operator","Second Division","Duplicating & Multigraph Service",1899,1924,8,25,NA,NA,NA,"French",2
"632",15449,12122,"John Henri Berthoud",0,"Clerk","Second Division","General Assemblies Staff",1894,1921,NA,NA,NA,NA,NA,"Swiss",4
"633",15450,12185,"Julia Barres",1,"Stenographer","Second Division","Pool",1899,1926,8,2,NA,NA,NA,"Swiss",4
"634",15451,9634,"Julia Perrier",1,"Telephonist","Third Division","General Assemblies Staff",1900,1926,9,13,NA,NA,NA,"Swiss",2
"635",15458,12200,"Juliette Barge",1,"Copyist","Second Division","General Assemblies Staff",1906,1925,8,24,NA,NA,NA,"Swiss",2
"636",15473,10006,"Lilette Duvoisin",1,"Shorthand Typist","Second Division","General Assemblies Staff",1904,1926,8,2,NA,NA,NA,"Swiss",4
"637",15488,9893,"Louis Deschamps",0,"Driver","Third Division","General Assemblies Staff",1887,1926,9,6,NA,NA,NA,"Swiss",1
"638",15502,8753,"Louis Gobbi",0,"Messenger","Second Division","General Assemblies Staff",NA,1923,8,21,NA,NA,NA,"Swiss",3
"639",15506,8858,"Louis Gros",0,"Driver","Third Division","General Assemblies Staff",1888,1923,8,30,NA,NA,NA,"Swiss",1
"640",15507,8858,"Louis Gros",0,"Driver","Third Division","General Assemblies Staff",1888,1924,7,11,NA,NA,NA,"Swiss",1
"641",15512,9396,"Louis Mosiman",0,"Driver","Third Division","General Assemblies Staff",1892,1924,9,1,NA,NA,NA,"Swiss",1
"642",15513,10257,"Louis Simon",0,"Messenger","Second Division","General Assemblies Staff",1894,1925,8,31,NA,NA,NA,"Swiss",3
"643",15523,9897,"Louise Descoeudres",1,"Messenger","Second Division","General Assemblies Staff",1895,1924,8,29,NA,NA,NA,"Swiss",3
"644",15531,11420,"M.  Hautrive",0,"Translator","First Division","Brussels Conference",NA,1920,9,NA,NA,NA,NA,"French",7
"645",15535,11423,"A.  Hayes",1,"Unspecified","League of Nations staff","Duplicating & Multigraph Service",NA,1922,8,31,NA,NA,NA,"",10
"646",15543,9585,"Lucien Paris",0,"Messenger","Second Division","General Assemblies Staff",1910,1924,8,25,NA,NA,NA,"Swiss",3
"647",15544,11921,"Lydia Binet",1,"Telephonist","Third Division","General Assemblies Staff",1891,1925,9,7,NA,NA,NA,"Swiss",2
"648",15546,9960,"Camille Dubois",0,"Shorthand Typist","Second Division","Security Conference",1884,1928,7,3,NA,NA,NA,"Swiss",4
"649",15547,9855,"Lydie Delay",1,"Shorthand Typist","Second Division","Pool",1893,1923,9,3,NA,NA,NA,"Swiss",4
"650",15567,10683,"Marcel Weyeneth",0,"Roneo Operator","Second Division","General Assemblies Staff",1893,1921,9,1,NA,NA,NA,"Swiss",2
"651",15572,10683,"Marcel Weyeneth",0,"Roneo Operator","Second Division","General Assemblies Staff",1893,1922,9,4,NA,NA,NA,"Swiss",2
"652",15575,10683,"Marcel Weyeneth",0,"Roneo Operator","Second Division","General Assemblies Staff",1893,1923,8,27,NA,NA,NA,"Swiss",2
"653",15576,10683,"Marcel Weyeneth",0,"Roneo Operator","Second Division","General Assemblies Staff",1893,1924,8,28,NA,NA,NA,"Swiss",2
"654",15598,11455,"Johannes Hertz",0,"Messenger","Second Division","The Hague Conference",1909,1930,3,12,NA,NA,NA,"Dutch",3
"655",15611,12111,"Marguerite Beyeler",1,"Copyist","Second Division","General Assemblies Staff",1895,1922,9,1,NA,NA,NA,"Swiss",2
"656",15612,9851,"Marguerite Delapraz",1,"Shorthand Typist","Second Division","Pool",1898,1927,5,4,NA,NA,NA,"Swiss",4
"657",15627,10705,"Marguerite Ramelet",1,"Telephonist","Third Division","Pool",1886,1925,1,2,NA,NA,NA,"Swiss",2
"658",15631,11475,"Edouard Rochat",0,"Driver","Third Division","Auxiliary Staff",1894,1923,9,3,NA,NA,NA,"Swiss",1
"659",15634,11476,"Emile Rochat",0,"Messenger","Second Division","Auxiliary Staff",1893,1921,9,8,NA,NA,NA,"Swiss",3
"660",15635,11476,"Emile Rochat",0,"Driver","Third Division","Auxiliary Staff",1893,1922,9,1,NA,NA,NA,"Swiss",1
"661",15636,11476,"Emile Rochat",0,"Driver","Third Division","Auxiliary Staff",1893,1924,9,1,NA,NA,NA,"Swiss",1
"662",15637,11476,"Emile Rochat",0,"Driver","Third Division","Auxiliary Staff",1893,1925,9,1,NA,NA,NA,"Swiss",1
"663",15657,10267,"Marguerite Sinner",1,"Copyist","Second Division","Pool",1895,1926,3,9,NA,NA,NA,"Swiss",2
"664",15677,11500,"Roger Heymann",0,"Verbatim Reporter","Second Division","Council Conference",1924,1924,12,8,NA,NA,NA,"",4
"665",15708,9722,"Max Kettel",0,"Messenger","Second Division","General Assemblies Staff",1902,1923,8,10,NA,NA,NA,"Swiss",3
"666",15715,9694,"Mrs. Lucie Hakanaver",1,"Senior Assistant","First Division","Health Section",1893,1922,5,15,31,1,1940,"Swiss",6
"667",15730,12238,"Peter René Oscar Bally",0,"Unspecified","League of Nations staff","General Assemblies Staff",1895,NA,NA,NA,NA,NA,NA,"Swiss",10
"668",15732,9466,"Pierre Neri",0,"Messenger","Second Division","General Assemblies Staff",1890,1924,8,21,NA,NA,NA,"Swiss",3
"669",15757,11519,"Francis Hodel",0,"Clerk","Second Division","Distribution of Documents",NA,1922,9,4,NA,NA,NA,"Swiss",4
"670",15758,8861,"R. Grosjean",1,"Cleaner","Third Division","General Assemblies Staff",NA,1946,4,1,NA,NA,NA,"Swiss",1
"671",15759,11873,"Raymond Chassot",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1881,1921,9,5,NA,NA,NA,"Swiss",4
"672",15760,11873,"Raymond Chassot",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1881,1922,2,10,NA,NA,NA,"Swiss",4
"673",15761,11873,"Raymond Chassot",0,"Stenographer","Second Division","General Assemblies Staff",1881,1924,9,3,NA,NA,NA,"Swiss",4
"674",15768,11873,"Raymond Chassot",0,"Stenographer","Second Division","General Assemblies Staff",1881,1925,9,6,NA,NA,NA,"Swiss",4
"675",15772,11873,"Raymond Chassot",0,"Stenographer","Second Division","General Assemblies Staff",1881,1926,3,8,NA,NA,NA,"Swiss",4
"676",15774,11873,"Raymond Chassot",0,"Stenographer","Second Division","General Assemblies Staff",1881,1926,8,29,NA,NA,NA,"Swiss",4
"677",15776,11873,"Raymond Chassot",0,"Stenographer","Second Division","General Assemblies Staff",1881,1927,5,16,NA,NA,NA,"Swiss",4
"678",15792,11690,"Renée Bopp",1,"Shorthand Typist","Second Division","Pool",1895,1925,5,12,NA,NA,NA,"Swiss",4
"679",15794,11542,"C.A. Ronzevalle",0,"Interpreter","First Division","Labour Conference At Washington",NA,1919,10,8,NA,NA,NA,"English",7
"680",15806,11548,"Olivia Rossetti-Agresti",1,"Interpreter","First Division","Economic Conference",1875,1927,5,4,NA,NA,NA,"Italian",7
"681",15816,9465,"Robert Nerbollier",0,"Driver","Third Division","General Assemblies Staff",NA,1934,9,10,NA,NA,NA,"Swiss",1
"682",15834,8789,"Rosine Gottraux",1,"Duplicator Operator","Second Division","General Assemblies Staff",1898,1923,8,16,NA,NA,NA,"Swiss",3
"683",15842,8789,"Rosine Gottraux",1,"Duplicator Operator","Second Division","General Assemblies Staff",1898,1924,8,16,NA,NA,NA,"Swiss",3
"684",15847,11569,"Randolph Hughes",0,"Translator","First Division","Translation Section",NA,NA,NA,NA,1921,NA,NA,"Australian",7
"685",15854,9644,"Ruth Liliane Peter",1,"Shorthand Typist","Second Division","Pool",1903,1926,3,9,NA,NA,NA,"Swiss",4
"686",15863,9633,"Samuel Perret",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1894,1921,9,5,NA,NA,NA,"Swiss",4
"687",15864,9633,"Samuel Perret",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1894,1922,9,4,NA,NA,NA,"Swiss",4
"688",15880,9303,"Victoria Mezger-Debaud",1,"Shorthand Typist","Second Division","Pool",1893,1927,4,25,NA,NA,NA,"Swiss",4
"689",15903,11595,"Suzanne Hélène Georgette Balasko",1,"Translator","First Division","Translation",1903,NA,NA,NA,NA,NA,NA,"French",7
"690",15913,11598,"Prof. K.R. Brotherus",0,"Temporary Collaborator","First Division","Information Section",NA,1926,5,17,NA,NA,NA,"Finish",8
"691",15931,11609,"George Bozon",0,"Messenger","Second Division","Distribution of Documents",NA,1922,9,2,NA,NA,NA,"",3
"692",15932,11610,"Maurice Boyer",0,"Member of Section","First Division","Economic and Financial Section",NA,NA,NA,NA,NA,NA,NA,"French",8
"693",15949,11618,"Alfred Bowen",0,"Proof-Reader","Second Division","Publications Service",1898,1926,9,13,NA,NA,NA,"English",5
"694",15968,9688,"William Baer",0,"Messenger-Clerk","Second Division","General Assemblies Staff",1926,NA,NA,NA,NA,NA,NA,"Swiss",3
"695",15978,11630,"B.  Cassidy",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,9,6,NA,NA,NA,"British",4
"696",15979,11630,"B.  Cassidy",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",NA,1920,9,6,NA,NA,NA,"British",3
"697",15981,11632," René Samuel Cassin",0,"Personal Assistant","First Division","Secretary-General's Office",1887,NA,NA,NA,NA,NA,NA,"",7
"698",16001,11635,"Charles Castaldi",0,"Messenger","Second Division","Auxiliary Staff",1911,1938,1,26,NA,NA,NA,"Italian",3
"699",16006,9944,"Yvonne Dottrens",1,"Stenographer","Second Division","Pool",1898,1925,9,2,NA,NA,NA,"Swiss",4
"700",16009,10297,"Yvonne Fortunée  Sottaz",1,"Messenger","Second Division","General Assemblies Staff",1905,1924,8,28,NA,NA,NA,"Swiss",3
"701",16028,11655,"Marie Gavairon",1,"Cleaner","Third Division","Auxiliary Staff",NA,NA,NA,NA,NA,NA,NA,"",1
"702",16036,11658,"E.G. Borrowman",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,5,10,NA,NA,NA,"English",4
"703",16039,11661,"Charles Borner",0,"Messenger","Second Division","Distribution of Documents",NA,1923,8,31,NA,NA,NA,"",3
"704",16071,11684,"Laura Chalmers",1,"Assistant Secretary","Second Division","Economic and Financial Section",NA,1921,7,25,NA,NA,NA,"British",4
"705",16072,11684,"Laura Chalmers",1,"Stenographer","Second Division","Economic and Financial Section",NA,1921,7,25,NA,NA,NA,"British",4
"706",16093,11693,"Gerardina van den Boom",1,"Messenger","Second Division","Auxiliary Staff",1914,1930,3,13,NA,NA,NA,"Dutch",3
"707",16096,5392,"Dr. Walter Fortunat Muehlon",0,"Member of Section","First Division","Health Section",1914,194,5,1,1945,6,11,"Swiss",8
"708",16103,11700,"Jaques Bonnoront",0,"Translator","First Division","Translation",1883,1835,NA,NA,1938,NA,NA,"French",7
"709",16138,5171,"Dr. Frank Boudreau",0,"Temporary Collaborator","First Division","Health Section",1886,NA,NA,NA,NA,NA,NA,"US-American",8
"710",16198,11738,"A. Gastelu",-1,"Honorary Correspondent","Honorary Correspondent","Information Section",NA,1927,9,25,NA,NA,NA,"Ecuadorian",7
"711",16208,11742,"José Garza y de Garate",0,"Temporary Collaborator","First Division","Information Section",1910,1932,9,19,NA,NA,NA,"",8
"712",16348,9163,"Ruth Bache-Wiig",0,"Assistant","Second Division","Pool",1891,NA,NA,NA,1924,2,8,"US-American",4
"713",16480,11861,"Ch. Blattler",0,"Driver","Third Division","Auxiliary Staff",NA,1927,5,4,NA,NA,NA,"",1
"714",16484,11865,"D.  Charriere",0,"Messenger","Second Division","Auxiliary Staff",NA,1922,8,28,NA,NA,NA,"",3
"715",16498,9256,"A. Metzker",0,"Duplicator Operator","Second Division","General Assemblies Staff",NA,1920,11,11,NA,NA,NA,"",3
"716",16499,11390,"A. Robert",1,"Shorthand Typist","Second Division","Pool",NA,NA,NA,NA,NA,NA,NA,"",4
"717",16500,10491,"Adrien Tissot ",0,"Messenger","Second Division","General Assemblies Staff",NA,1922,9,1,NA,NA,NA,"",3
"718",16544,11899,"Raoul André Chatelain",0,"Clerk","Second Division","Internal Control",1907,1931,3,9,191,9,8,"Swiss",4
"719",16551,10550,"Alfred Vaucher",0,"Driver","Third Division","General Assemblies Staff",NA,1925,9,7,NA,NA,NA,"",1
"720",16561,9227,"Alice Metral",1,"Telephonist","Third Division","General Assemblies Staff",NA,1922,9,4,NA,NA,NA,"",2
"721",16574,11917,"Louis François Chatenoud",0,"Cleaner","Third Division","Auxiliary Staff",1861,1921,5,1,NA,NA,NA,"Swiss",1
"722",16575,11917,"Louis François Chatenoud",0,"Cleaner","Third Division","Auxiliary Staff",1861,1927,1,1,NA,NA,NA,"Swiss",1
"723",16584,11923,"Chaulin-Servinière",1,"Secretary","First Division","Washington Labour Conference",NA,1919,10,NA,NA,NA,NA,"French",6
"724",16614,10226,"André Semon",0,"Cyclist","Third Division","General Assemblies Staff",NA,1922,9,1,NA,NA,NA,"",1
"725",16623,10028,"Antonia Sartorio",1,"Messenger","Second Division","General Assemblies Staff",NA,1926,8,30,NA,NA,NA,"",3
"726",16624,12135,"Arthur Bernardin",0,"Driver","Third Division","General Assemblies Staff",NA,1922,NA,NA,NA,NA,NA,"",1
"727",16653,11328,"Bryant",1,"Shorthand Typist","Second Division","Pool",NA,NA,NA,NA,NA,NA,NA,"",4
"728",16668,11145,"Butterworth",1,"Shorthand Typist","Second Division","Pool",NA,1946,4,3,NA,NA,NA,"",4
"729",16700,8744,"Cécile Glauser",1,"House Staff","Third Division","General Assemblies Staff",NA,1921,9,5,NA,NA,NA,"",1
"730",16716,8744,"Cécile Glauser",1,"House Staff","Third Division","General Assemblies Staff",NA,1922,9,4,NA,NA,NA,"",1
"731",16718,8813,"Charles Grandjean",0,"Roneo Operator","Second Division","General Assemblies Staff",NA,1922,9,6,NA,NA,NA,"",2
"732",16720,11982,"Etienne Chiorino",0,"Driver","Third Division","Opium Conference",1903,1924,11,19,NA,NA,NA,"Swiss",1
"733",16723,12138,"Cicely Berkeley",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1936,NA,NA,NA,NA,NA,"",4
"734",16733,9939,"Dondynaz",1,"Secretary","First Division","General Assemblies Staff",NA,1921,9,1,NA,NA,NA,"",6
"735",16744,10962,"Hilda Blanchard née Goldspink",1,"Shorthand Typist","Second Division","Stenographic Services",1899,NA,NA,NA,NA,NA,NA,"Swiss,British",4
"736",16748,10962,"Hilda Blanchard née Goldspink",1,"Shorthand Typist","Second Division","Duplicating & Multigraph Service",1899,NA,NA,NA,NA,NA,NA,"Swiss,British",4
"737",16751,5506,"Dr. Hoops",0,"Deputy Director","First Division","Health Section",NA,NA,NA,NA,NA,NA,NA,"",9
"738",16757,4929,"Dr. Tsune Ouchi",0,"Deputy Director","First Division","Health Section",NA,NA,NA,NA,NA,NA,NA,"",9
"739",16758,9973,"Dufour",0,"Lon Duplicator","Second Division","General Assemblies Staff",NA,1920,11,10,NA,NA,NA,"",2
"740",16762,12004,"René André Clermont",0,"Clerk","Second Division","Distribution of Documents",1896,1896,6,12,1924,8,16,"French",4
"741",16764,12137,"Edmond Berlie",0,"Driver","Third Division","General Assemblies Staff",NA,1923,NA,NA,NA,NA,NA,"",1
"742",16788,10890,"Fehler Fehler",1,"Translator","First Division","Pool",1890,NA,NA,NA,NA,NA,NA,"",7
"743",16791,12020,"A.  Combaud",1,"French Translator","First Division","Labour Conference At Washington",NA,1919,10,9,NA,NA,NA,"French",7
"744",16822,12035,"Rose Cooper",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,8,31,NA,NA,NA,"English",4
"745",16823,12035,"Rose Cooper",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",NA,1920,8,31,NA,NA,NA,"English",3
"746",16834,10726,"Fred Wilhelm",0,"Motorcyclist","Third Division","General Assemblies Staff",NA,1922,9,1,NA,NA,NA,"",1
"747",16838,12042,"Cornelius",0,"Verbatim Reporter","Second Division","Information Section",NA,1923,9,2,NA,NA,NA,"",4
"748",16841,11393,"Germaine Robert",1,"Shorthand Typist","Second Division","Pool",NA,1920,10,27,NA,NA,NA,"",4
"749",16872,12051,"Henriette Cottet",1,"Nurse","Third Division","Auxiliary Staff",1891,1946,4,24,NA,NA,NA,"Swiss",2
"750",16881,8819,"Grasso",0,"Cyclist","Third Division","General Assemblies Staff",NA,1922,9,4,NA,NA,NA,"",1
"751",16892,12191,"Helene Barnecutt",1,"Copyist","Second Division","General Assemblies Staff",NA,NA,NA,NA,NA,NA,NA,"",2
"752",16893,10492,"Hélène Tissot",1,"Messenger","Second Division","General Assemblies Staff",NA,1922,8,28,NA,NA,NA,"",3
"753",16894,8877,"Henri Guilland",0,"Messenger","Second Division","General Assemblies Staff",NA,1922,9,1,NA,NA,NA,"",3
"754",16896,9979,"Dujour",1,"Shorthand Typist","Second Division","Secreteriat Registry",NA,1920,12,1,NA,NA,NA,"",4
"755",16912,8755,"Hortense Godet",1,"Stenographer","Second Division","General Assemblies Staff",1879,1919,NA,NA,NA,NA,NA,"",4
"756",16913,8755,"Hortense Godet",1,"Stenographer","Second Division","General Assemblies Staff",1879,1922,8,28,NA,NA,NA,"",4
"757",16914,8755,"Hortense Godet",1,"Stenographer","Second Division","General Assemblies Staff",1879,1923,9,3,NA,NA,NA,"",4
"758",16917,8755,"Hortense Godet",1,"Stenographer","Second Division","General Assemblies Staff",1879,1924,8,18,NA,NA,NA,"",4
"759",16930,10200,"Isaac Schwartz",0,"Proof-Reader","Second Division","Pool",NA,1946,4,NA,NA,NA,NA,"",5
"760",16933,12075,"Nancy Croset",1,"Messenger","Second Division","Duplicating & Multigraph Service",1909,1925,9,7,NA,NA,NA,"Swiss",3
"761",16934,12075,"Nancy Croset",1,"Messenger","Second Division","Duplicating & Multigraph Service",1909,1926,3,8,NA,NA,NA,"Swiss",3
"762",16935,12075,"Nancy Croset",1,"Messenger","Second Division","Duplicating & Multigraph Service",1909,1926,8,30,NA,NA,NA,"Swiss",3
"763",16956,12078,"Marthe Olga Crottaz née Berdoz",1,"Cleaner","Third Division","Auxiliary Staff",1924,1945,6,1,194,5,1,"Swiss",1
"764",16959,8925,"Jean Kerr McDonald",1,"Stenographer","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"",4
"765",16967,12450,"José Gallostra",0,"Assistant","Second Division","General Assemblies Staff",NA,1920,12,7,NA,NA,NA,"",4
"766",16969,12086,"Emile Cuioz",0,"Messenger","Second Division","Auxiliary Staff",1890,1921,3,1,NA,NA,NA,"Swiss",3
"767",16972,12087,"Jean  Cuioz",0,"Motorcyclist","Third Division","Auxiliary Staff",1887,1922,9,1,NA,NA,NA,"Swiss",1
"768",16973,12087,"Jean  Cuioz",0,"Motorcyclist","Third Division","Auxiliary Staff",1887,1924,9,1,NA,NA,NA,"Swiss",1
"769",16974,12087,"Jean  Cuioz",0,"Motorcyclist","Third Division","Auxiliary Staff",1887,1925,9,7,NA,NA,NA,"Swiss",1
"770",16980,10620,"Joseph Vuylsteke",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1874,1921,9,3,NA,NA,NA,"",4
"771",16987,10177,"L. Schneider",1,"Shorthand Typist","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"",4
"772",16989,12095,"Alois Curtet",0,"Messenger","Second Division","Auxiliary Staff",NA,1921,9,12,NA,NA,NA,"Swiss",3
"773",16995,12097,"Gaston Curton",0,"Driver","Third Division","Auxiliary Staff",1900,1935,10,14,NA,NA,NA,"",1
"774",17004,8770,"Lily Gombert née Fuchs",1,"Shorthand Typist","Second Division","General Assemblies Staff",1895,1926,8,2,NA,NA,NA,"",4
"775",17014,9611,"Lucien Pedraita",0,"Cyclist","Third Division","General Assemblies Staff",NA,1921,9,1,NA,NA,NA,"",1
"776",17015,12114,"Alice Beutler",1,"Unspecified","League of Nations staff","Auxiliary Staff",NA,1922,9,4,NA,NA,NA,"",10
"777",17016,12114,"Alice Beutler",1,"Unspecified","League of Nations staff","Auxiliary Staff",NA,1930,9,11,NA,NA,NA,"",10
"778",17022,12119,"Mireille Besançon",1,"Typist","Second Division","Council",1896,NA,NA,NA,NA,NA,NA,"French",4
"779",17025,12175,"M. Bassetti",0,"Messenger","Second Division","General Assemblies Staff",NA,1923,NA,NA,NA,NA,NA,"",3
"780",17026,11214,"M. Reyjal",1,"Stenographer","Second Division","Pool",NA,1921,8,20,NA,NA,NA,"",4
"781",17039,13808,"Madeleine Fusy",1,"Shorthand Typist","Second Division","General Assemblies Staff",1891,1926,8,1,0,0,0,"",4
"782",17040,8949,"Mahl",1,"Shorthand Typist","Second Division","Pool",NA,1920,12,1,NA,NA,NA,"",4
"783",17041,9606,"Marcel Payot",0,"Cyclist","Third Division","General Assemblies Staff",NA,1922,9,4,NA,NA,NA,"",1
"784",17044,11121,"Marcelle Laurent",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,NA,NA,NA,NA,NA,NA,"",4
"785",17046,9649,"Marcelle Marie Petit-Gilkinet",1,"Typist","Second Division","Pool",1885,1924,9,1,NA,NA,NA,"",4
"786",17049,9649,"Marcelle Marie Petit-Gilkinet",1,"Typist","Second Division","Pool",1885,1925,9,7,NA,NA,NA,"",4
"787",17051,9649,"Marcelle Marie Petit-Gilkinet",1,"Typist","Second Division","Pool",1885,1926,9,6,NA,NA,NA,"",4
"788",17128,10000,"Maria Durant-Verly",1,"Shorthand Typist","Second Division","General Assemblies Staff",1894,1924,8,25,NA,NA,NA,"",4
"789",17131,8635,"Mildred Fox",1,"Translator","First Division","Pool",NA,1921,4,7,NA,NA,NA,"",7
"790",17133,9683,"N.  Piola",0,"Messenger","Second Division","General Assemblies Staff",NA,1922,9,4,NA,NA,NA,"",3
"791",17139,9454,"N. Naly",1,"Stenographer","Second Division","Pool",NA,1920,11,17,NA,NA,NA,"",4
"792",17140,12146,"Olga Berekovitch",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1922,NA,NA,NA,NA,NA,"",4
"793",17148,12198,"Manlio Barilli",0,"Unspecified","League of Nations staff","League of Nations",NA,NA,NA,NA,NA,NA,NA,"Italian",10
"794",17149,10227,"P. Senn",1,"Messenger","Second Division","General Assemblies Staff",NA,1922,8,28,NA,NA,NA,"",3
"795",17198,9817,"Pierrepont  Prentice",0,"Assistant","Second Division","General Assemblies Staff",NA,1920,11,2,NA,NA,NA,"",4
"796",17224,9768,"Raoul Pittet",0,"Cyclist","Third Division","General Assemblies Staff",NA,1923,9,3,NA,NA,NA,"",1
"797",17229,10989,"Reginald Rudolph",0,"Unspecified","League of Nations staff","Pool",1904,1919,NA,NA,NA,NA,NA,"",10
"798",17780,12448,"Dina Gardy",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",1907,NA,NA,NA,NA,NA,NA,"",3
"799",17781,10155,"René Schaller",0,"Messenger","Second Division","General Assemblies Staff",NA,1923,9,4,NA,NA,NA,"",3
"800",17788,12457,"Jean Gardet",0,"Unspecified","League of Nations staff","League of Nations",1880,1922,1,4,0,0,0,"Swiss",10
"801",17790,12457,"Jean Gardet",0,"Driver","Third Division","Auxiliary Staff",1880,1924,10,4,0,0,0,"Swiss",1
"802",17791,8981,"S.  Marchon",1,"Cleaner","Third Division","General Assemblies Staff",NA,1946,4,1,NA,NA,NA,"",1
"803",20371,10619,"Serge Vuille",0,"Messenger","Second Division","General Assemblies Staff",NA,1923,8,30,NA,NA,NA,"",3
"804",20375,13405,"André  de Gall",0,"Temporary Collaborator","First Division","Information Section",NA,1935,9,5,NA,NA,NA,"Hungarian",8
"805",20377,11642,"Bouchu",1,"Shorthand Typist","Second Division","Stenographic Services",NA,1920,4,26,NA,NA,NA,"",4
"806",20378,10277,"Smith",1,"Shorthand Typist","Second Division","Pool",NA,1920,11,16,NA,NA,NA,"",4
"807",20383,10601,"T.  Vinzia",0,"Messenger","Second Division","General Assemblies Staff",NA,1922,8,21,NA,NA,NA,"",3
